Time,AAPL,MSFT,AMZN,NVDA,GOOGL,XOM,UNH,JNJ,V,BRK.B
250,0.0,0.6335004,0.0,0.0,0.0,0.25560352,0.0,0.110896066,0.0,0.0
251,0.46426946,0.0,0.4656691,0.0,0.0,0.0,0.05925426,0.0,0.010807185,0.0
252,0.0,0.43075973,0.0,0.0,0.43075973,0.0,0.0,0.10390722,0.034573287,0.0
253,0.0,0.0,0.054933313,0.0,0.0,0.0,0.4938055,0.0,0.0,0.45126122
254,0.14719832,0.0,0.14554235,0.0,0.16969578,0.2881525,0.012877412,0.0,0.23653375,0.0
255,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,0.24134797,0.27966103,0.11291746,0.0,0.0,0.0,0.24153015,0.12454338,0.0,0.0
257,0.0,0.4280586,0.0,0.0,0.0,0.18600288,0.36076924,0.0,0.0,0.025169257
258,0.112504564,0.39536485,0.0,0.0,0.0832897,0.0,0.0,0.013476049,0.39536485,0.0
259,0.0,0.0040974123,0.0,0.0,0.0,0.0,0.4979513,0.0,0.0,0.4979513
260,0.23223959,0.20500353,0.0,0.0,0.0,0.32475853,0.0049059647,0.0,0.0,0.23309234
261,0.0,0.38494962,0.0,0.0,0.0,0.28661296,0.0,0.0,0.272893,0.055544335
262,0.0,0.48549715,0.0,0.0,0.09909773,0.0,0.0,0.0,0.0,0.41540512
263,0.0,0.30843052,0.080233954,0.0,0.0,0.17614925,0.09890407,0.0,0.30843052,0.027851703
264,0.0,0.6993579,0.0,0.0,0.0,0.0,0.0,0.0,0.30064207,0.0
265,0.0,0.34121963,0.004698021,0.0,0.0,0.13555871,0.34121963,0.0,0.17730401,0.0
266,0.0,0.4160922,0.026246535,0.0,0.1415691,0.0,0.0,0.4160922,0.0,0.0
267,0.0,0.30895197,0.0,0.0,0.0,0.0,0.02948216,0.23186168,0.30895197,0.12075221
268,0.0,0.35017195,0.03681762,0.0,0.0,0.06470778,0.0,0.007571523,0.19055918,0.35017195
269,0.0,0.62821764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3717824
270,0.06574344,0.1014042,0.22950104,0.0,0.20460628,0.016130924,0.2525107,0.0,0.13010338,0.0
271,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
272,0.28228548,0.44006622,0.112863906,0.0,0.050801456,0.0,0.0,0.0,0.11398298,0.0
273,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
274,0.35343567,0.35604975,0.10330654,0.0,0.12650685,0.06070118,0.0,0.0,0.0,0.0
275,0.0,0.25560814,0.0191568,0.0,0.25560814,0.0,0.25560814,0.0,0.21401879,0.0
276,0.070526354,0.0,0.16004297,0.0,0.0,0.25647688,0.25647688,0.0,0.25647688,0.0
277,0.2512592,0.0,0.0,0.0,0.19353175,0.062824085,0.0,0.4421658,0.050219104,0.0
278,0.1973043,0.3390165,0.15669994,0.0,0.0,0.0,0.13135798,0.0,0.0,0.17562124
279,0.0,0.5658296,0.0,0.0,0.0,0.29309484,0.0,0.0,0.0,0.14107563
280,0.0,0.3853044,0.015786592,0.0,0.0,0.0,0.3853044,0.0,0.0,0.21360463
281,0.0,0.0,0.12861234,0.0,0.0,0.0,0.0,0.52464914,0.0,0.3467385
282,0.35280925,0.35280925,0.0,0.0,0.0,0.0,0.17986302,0.0,0.11451848,0.0
283,0.0,0.43590257,0.0,0.0,0.0,0.35299423,0.0,0.0,0.21110325,0.0
284,0.0,0.0,0.0,0.0,0.0,0.24354848,0.0,0.2741666,0.2741666,0.20811826
285,0.39377004,0.0,0.32320288,0.0,0.0,0.0,0.0,0.0,0.05215315,0.230874
286,0.32774696,0.25381193,0.0,0.0,0.0,0.0,0.090694144,0.0,0.32774696,0.0
287,0.0,0.37642342,0.0,0.0,0.3252233,0.0,0.23398094,0.0,0.0,0.06437246
288,0.0,0.41548944,0.09417869,0.0,0.0,0.41548944,0.0,0.0,0.0,0.074842386
289,0.009186518,0.279553,0.031603154,0.0,0.0,0.08979004,0.32323715,0.21822377,0.048406377,0.0
290,0.2021683,0.2021683,0.0,0.0,0.0,0.0,0.2021683,0.0,0.19132683,0.2021683
291,0.27464288,0.0725315,0.0,0.27464288,0.0,0.27464288,0.0,0.094119884,0.009420024,0.0
292,0.1614549,0.0,0.0,0.0,0.0,0.468348,0.0,0.0,0.0,0.37019715
293,0.27857664,0.0,0.0,0.09415547,0.11572537,0.17707807,0.0,0.3344644,0.0,0.0
294,0.30882815,0.30882815,0.0,0.0,0.0,0.14920859,0.0,0.0,0.23313515,0.0
295,0.05195176,0.20883103,0.0,0.0,0.080770776,0.002698091,0.3720316,0.0054577533,0.0,0.27825898
296,0.0,0.0,0.0,0.0,0.2641403,0.23793559,0.23904063,0.0,0.25888348,0.0
297,0.0,0.0,0.0,0.0,0.042028975,0.5665302,0.3914408,0.0,0.0,0.0
298,0.0,0.51339555,0.48660442,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,0.0,0.40438437,0.25657332,0.0,0.0,0.0,0.1549493,0.18409304,0.0,0.0
300,0.0,0.61100966,0.0,0.0,0.0,0.38899034,0.0,0.0,0.0,0.0
301,0.0,0.27410036,0.0,0.0,0.0,0.18988743,0.0,0.0,0.40824232,0.12776999
302,0.0,0.0,0.49040487,0.0,0.0,0.019190202,0.49040487,0.0,0.0,0.0
303,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,0.14309382,0.24415496,0.0,0.0,0.0,0.000638048,0.14084226,0.0,0.22711585,0.24415496
305,0.22373366,0.069684505,0.16419925,0.12705134,0.0,0.19159758,0.0,0.0,0.0,0.22373366
306,0.0,0.33961633,0.0,0.0,0.0,0.33961633,0.0,0.0,0.32076737,0.0
307,0.27017415,0.27017415,0.07034038,0.0,0.0,0.27017415,0.0,0.0,0.11913721,0.0
308,0.34432086,0.20460078,0.0,0.0,0.21717387,0.23390454,0.0,0.0,0.0,0.0
309,0.062021345,0.23449467,0.0,0.0,0.0,0.23449467,0.23449467,0.0,0.23449467,0.0
310,0.0,0.71328026,0.24706301,0.0,0.0,0.0,0.039656747,0.0,0.0,0.0
311,0.0,0.48797822,0.41303274,0.0,0.0,0.02329284,0.0,0.0,0.07569623,0.0
312,0.43185186,0.3292839,0.0,0.0,0.23886424,0.0,0.0,0.0,0.0,0.0
313,0.0,0.5420686,0.0,0.0,0.0,0.0,0.0,0.24733326,0.07998843,0.1306097
314,0.11518962,0.24627271,0.24627271,0.0,0.0,0.0,0.24627271,0.0,0.028918996,0.1170733
315,0.2792619,0.2792619,0.2792619,0.0,0.0,0.10261555,0.0,0.0,0.0,0.059598774
316,0.0,0.0,0.30679256,0.0,0.0,0.0,0.0,0.0,0.6932074,0.0
317,0.0,0.25834736,0.071610995,0.0,0.0,0.33502084,0.33502084,0.0,0.0,0.0
318,0.0,0.37622413,0.16441937,0.0,0.017325563,0.0,0.442031,0.0,0.0,0.0
319,0.21714562,0.21714562,0.0,0.0,0.0,0.0444056,0.21714562,0.121251665,0.18290584,0.0
320,0.0,0.2314651,0.0,0.0,0.0,0.033791136,0.34866875,0.085849546,0.3002255,0.0
321,0.0,0.2930027,0.0,0.0,0.0,0.2930027,0.2930027,0.0,0.12099192,0.0
322,0.0,0.18953499,0.0,0.0,0.3166728,0.4937922,0.0,0.0,0.0,0.0
323,0.0,0.20987473,0.0,0.0,0.22545268,0.32072306,0.0,0.0,0.2439495,0.0
324,0.08372137,0.17517701,0.0,0.0,0.1231596,0.06503011,0.26786706,0.16465007,0.1203948,0.0
325,0.31699124,0.14093956,0.0,0.0,0.0,0.0,0.013850459,0.0,0.18402223,0.3441965
326,0.025041258,0.24455908,0.0,0.0,0.0,0.24482267,0.0,0.10792621,0.24482267,0.13282804
327,0.17210698,0.0,0.0,0.0,0.0,0.3237442,0.36634478,0.07031789,0.0674862,0.0
328,0.0,0.09647472,0.092245586,0.0,0.092599906,0.13326469,0.0,0.29579285,0.25609824,0.03352391
329,0.0,0.49257502,0.0,0.0,0.0,0.0,0.49257502,0.0,0.0,0.014849991
330,0.119911514,0.10244732,0.361332,0.0,0.0,0.01437325,0.0,0.0,0.40193594,0.0
331,0.0,0.36268976,0.111466065,0.0,0.0,0.0,0.0,0.0,0.16315436,0.36268976
332,0.15965691,0.18494534,0.0,0.0,0.0,0.24326222,0.0,0.0,0.18456924,0.22756618
333,0.0,0.0038388446,0.29168144,0.0,0.0,0.0,0.0,0.24606743,0.25618714,0.20222512
334,0.060253724,0.22019492,0.0,0.0,0.0,0.2857145,0.2857145,0.0,0.14812237,0.0
335,0.0,0.3555395,0.15341203,0.0,0.0,0.030504914,0.3555395,0.0,0.10500415,0.0
336,0.24078207,0.0,0.0,0.13679813,0.0,0.5942911,0.0,0.028128691,0.0,0.0
337,0.3198837,0.3198837,0.3170289,0.0,0.0,0.0,0.0,0.0,0.0,0.04320367
338,0.0,0.26581317,0.7341868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,0.29764363,0.29764363,0.0,0.0,0.053898867,0.0,0.030525964,0.0,0.022644287,0.29764363
340,0.0,0.38188738,0.0,0.0,0.0,0.03858403,0.051905423,0.0,0.2214915,0.30613163
341,0.28412414,0.0,0.23455752,0.0,0.0,0.28412414,0.079976454,0.07666603,0.040551692,0.0
342,0.22032537,0.15024078,0.0,0.0,0.0,0.29603013,0.29603013,0.0,0.0,0.037373632
343,0.29574382,0.25851998,0.03128098,0.0,0.0,0.29574382,0.11871142,0.0,0.0,0.0
344,0.40229625,0.40229625,0.100242175,0.0,0.0,0.0,0.0,0.0,0.0,0.0951653
345,0.0,0.3942092,0.27600136,0.0,0.043693125,0.0,0.117828466,0.093663886,0.074604005,0.0
346,0.29157266,0.29157266,0.0,0.0,0.0,0.0,0.12528203,0.29157266,0.0,0.0
347,0.15845466,0.15845466,0.0,0.0,0.0,0.15845466,0.150193,0.15845466,0.14117654,0.074811876
348,0.0,0.0,0.03893448,0.0,0.0,0.0,0.35952812,0.35952812,0.19305752,0.04895174
349,0.0,0.48290414,0.06758175,0.0,0.0,0.0,0.20932919,0.0,0.24018492,0.0
350,0.02574066,0.05139689,0.27810624,0.0,0.09815426,0.0,0.25440863,0.07978733,0.12454235,0.08786361
351,0.0,0.0,0.1302334,0.0,0.0,0.2518932,0.61787343,0.0,0.0,0.0
352,0.0,0.6506775,0.0,0.0,0.23325598,0.0,0.116066515,0.0,0.0,0.0
353,0.047562994,0.0,0.0,0.0,0.0,0.0,0.43092546,0.21625496,0.0,0.30525658
354,0.0,0.0863572,0.28751734,0.0,0.04735112,0.37198076,0.11060242,0.0,0.048747167,0.04744393
355,0.35407057,0.29668227,0.16214179,0.0,0.0,0.0,0.0,0.0,0.0,0.18710543
356,0.0,0.2001772,0.0,0.0,0.2120709,0.23834018,0.2652908,0.0,0.08412092,0.0
357,0.20976476,0.20976476,0.114509486,0.0,0.0,0.16577774,0.090418495,0.0,0.0,0.20976476
358,0.0,0.9688694,0.031130543,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,0.0,0.0,0.08010177,0.0,0.0,0.037263025,0.8826352,0.0,0.0,0.0
360,0.0,0.10957787,0.02278471,0.025829628,0.024029583,0.20423226,0.33366948,0.0,0.27987644,0.0
361,0.0,0.6187296,0.38127038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,0.18726991,0.1550116,0.15634172,0.0,0.0,0.0,0.18726991,0.12198815,0.078967445,0.11315128
363,0.09074961,0.0,0.0,0.0,0.0,0.3880138,0.5212366,0.0,0.0,0.0
364,0.052234158,0.36759993,0.0,0.0,0.0,0.25133878,0.3288271,0.0,0.0,0.0
365,0.19290523,0.22466882,0.042400636,0.0,0.22466882,0.22466882,0.057573337,0.0,0.0,0.03311434
366,0.0,0.25058216,0.11210454,0.0,0.0,0.25058216,0.1361489,0.0,0.0,0.25058216
367,0.0,0.31861472,0.0,0.0,0.0,0.0,0.0,0.0,0.3677753,0.31361002
368,0.0,0.17438619,0.15897791,0.0,0.0,0.10235216,0.44154975,0.0,0.12273396,0.0
369,0.23666623,0.23666623,0.0,0.0,0.0,0.23666623,0.19986065,0.090140656,0.0,0.0
370,0.20838024,0.22790821,0.011384143,0.0,0.006936006,0.06968878,0.0,0.0,0.4757027,0.0
371,0.0,0.48061025,0.10596822,0.0,0.0,0.0,0.0,0.0,0.41342148,0.0
372,0.049224924,0.20714617,0.0,0.0,0.0,0.0,0.17595933,0.0,0.0,0.5676696
373,0.0,0.21259537,0.19670911,0.0,0.03967901,0.21259537,0.09398539,0.0,0.21259537,0.031840354
374,0.0,0.6418457,0.0,0.0,0.0,0.0,0.029202502,0.0,0.0,0.32895184
375,0.0,0.38480255,0.043251477,0.0,0.0,0.38480255,0.0,0.09592894,0.091214575,0.0
376,0.0,0.42402214,0.0,0.0,0.16133215,0.0,0.0,0.009658492,0.14206679,0.2629204
377,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
378,0.0,0.1442347,0.0,0.0,0.0,0.4278826,0.4278826,0.0,0.0,0.0
379,0.0,0.3365794,0.0,0.0,0.09047368,0.15760198,0.0,0.07876545,0.0,0.3365794
380,0.056521256,0.30622786,0.20177262,0.0,0.0,0.0,0.054116145,0.0,0.0751343,0.30622786
381,0.0,0.3761984,0.10963137,0.0,0.0,0.035056297,0.12476584,0.0135228485,0.34082526,0.0
382,0.0,0.3611769,0.25608274,0.0,0.061177418,0.12944959,0.102759525,0.0,0.0,0.0893539
383,0.6814707,0.0,0.16789602,0.0,0.0,0.0,0.0,0.0,0.0,0.15063326
384,0.0,0.20499866,0.0,0.0,0.0,0.0,0.0,0.0,0.12087765,0.67412364
385,0.03674755,0.29297474,0.20932283,0.0,0.29297474,0.04930959,0.017105296,0.0,0.10156523,0.0
386,0.09820624,0.11153135,0.16442078,0.0,0.0,0.16444027,0.1908434,0.17813224,0.0,0.092425734
387,0.0,0.40254927,0.0,0.0,0.0,0.19490144,0.0,0.0,0.40254927,0.0
388,0.32060307,0.15600044,0.0,0.0,0.022033462,0.18075994,0.32060307,0.0,0.0,0.0
389,0.0,0.3857571,0.020187858,0.0,0.0,0.12579265,0.17259507,0.0,0.29566738,0.0
390,0.0,0.12908396,0.0,0.0,0.0,0.4060305,0.2358417,0.0,0.22904387,0.0
391,0.275176,0.36241198,0.0,0.0,0.0,0.0,0.36241198,0.0,0.0,0.0
392,0.25700173,0.25700173,0.21268977,0.0,0.0,0.0,0.0,0.12316345,0.15014333,0.0
393,0.23779754,0.44882834,0.0,0.0,0.0,0.09926169,0.0,0.0,0.21411246,0.0
394,0.0,0.32546663,0.32546663,0.0,0.0,0.28083616,0.0,0.0,0.06823059,0.0
395,0.0,0.60401446,0.0,0.0,0.0,0.0,0.0,0.21401799,0.18196756,0.0
396,0.0,0.33893868,0.03880933,0.0,0.0,0.0,0.4612768,0.0,0.0,0.16097517
397,0.24108562,0.24108562,0.0,0.0,0.09864399,0.0,0.24108562,0.0,0.030599738,0.1474994
398,0.215807,0.3962012,0.0,0.0,0.0,0.0,0.0,0.0,0.38799188,0.0
399,0.0,0.28453577,0.0,0.0,0.02236897,0.2535743,0.18787974,0.14760435,0.10403689,0.0
400,0.0,0.3914611,0.0,0.0,0.0,0.026564127,0.19051369,0.0,0.0,0.3914611
401,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
402,0.2537873,0.16142134,0.0,0.0,0.12707539,0.1649392,0.0,0.25003943,0.042737305,0.0
403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76223904,0.23776104
404,0.0,0.44503883,0.0,0.0,0.0,0.37112856,0.18383259,0.0,0.0,0.0
405,0.07089726,0.37233728,0.0,0.0,0.0,0.1844282,0.0,0.0,0.37233728,0.0
406,0.0,0.0,0.05625767,0.0,0.0,0.1295019,0.2713801,0.13847697,0.13300337,0.2713801
407,0.0,0.0,0.0,0.0,0.18763974,0.0,0.5195316,0.11432672,0.118819475,0.05968247
408,0.27696523,0.20177099,0.0,0.15720312,0.0,0.07023719,0.29382342,0.0,0.0,0.0
409,0.0,0.41121328,0.21059036,0.0,0.0,0.0,0.0,0.0,0.13478504,0.24341136
410,0.0,0.2698428,0.029740984,0.2698428,0.0,0.08148739,0.052127946,0.0,0.09162255,0.20533551
411,0.04058505,0.41128084,0.0,0.0,0.25460657,0.0,0.0,0.0,0.2935275,0.0
412,0.20459802,0.41475913,0.22010295,0.0,0.0,0.0,0.16053993,0.0,0.0,0.0
413,0.1276998,0.2452588,0.2255673,0.0,0.0,0.0907969,0.06541833,0.0,0.2452588,0.0
414,0.0,0.0,0.0,0.0,0.0,0.0,0.45883298,0.541167,0.0,0.0
415,0.20423213,0.0,0.0,0.0,0.0,0.34248403,0.0,0.0,0.0,0.45328385
416,0.23889104,0.23889104,0.0055175307,0.0,0.0,0.0,0.23889104,0.0,0.23889104,0.038918424
417,0.15189539,0.22364202,0.0,0.0,0.0,0.1771785,0.22364202,0.0,0.0,0.22364202
418,0.0,0.34629986,0.16656265,0.0,0.040490948,0.2618111,0.0,0.0,0.1848354,0.0
419,0.0,0.0,0.43771377,0.0,0.0,0.0,0.0,0.0,0.0,0.56228626
420,0.18683554,0.10287467,0.0,0.0,0.17148025,0.13055137,0.18683554,0.0,0.18683554,0.03458714
421,0.3099261,0.09952391,0.1810176,0.0,0.0,0.3099261,0.0,0.09960634,0.0,0.0
422,0.0,0.03600586,0.0,0.019627629,0.0,0.4124616,0.4124616,0.0,0.11944338,0.0
423,0.29998156,0.08274707,0.0,0.0,0.0,0.29998156,0.0,0.0,0.15314111,0.16414866
424,0.1743332,0.64924747,0.0,0.0,0.0,0.12885779,0.0,0.0,0.047561523,0.0
425,0.31046122,0.11815628,0.31046122,0.0,0.0,0.08914545,0.0,0.0,0.17177585,0.0
426,0.0,0.45990357,0.0,0.0,0.0,0.062844045,0.0,0.0,0.0,0.47725245
427,0.0,0.105345376,0.21010028,0.0,0.0,0.103575684,0.4752982,0.0,0.02653613,0.07914423
428,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429,0.0,0.55988485,0.0,0.0,0.052417357,0.0,0.0,0.3419448,0.04575302,0.0
430,0.0,0.8244952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17550477
431,0.14781155,0.41037565,0.30870858,0.0,0.0,0.0,0.0,0.13310422,0.0,0.0
432,0.38411754,0.0,0.36817357,0.0,0.15175936,0.0,0.0,0.095949546,0.0,0.0
433,0.0,0.10178275,0.018937081,0.0,0.0,0.187656,0.34581208,0.0,0.0,0.34581208
434,0.0,0.02910855,0.22712126,0.0,0.0,0.0,0.0,0.0,0.5798435,0.16392672
435,0.0,0.0,0.21531433,0.0,0.0,0.0,0.53270245,0.0,0.25198323,0.0
436,0.0,0.43622145,0.0,0.0,0.0,0.15976155,0.40401697,0.0,0.0,0.0
437,0.0,0.18406484,0.0,0.0,0.0,0.25100768,0.11924964,0.09244336,0.12931374,0.22392076
438,0.0,0.22230029,0.0,0.0,0.19669354,0.13640556,0.22230029,0.0,0.0,0.22230029
439,0.26329714,0.0321481,0.0,0.0,0.0,0.29033405,0.2794749,0.0,0.13474582,0.0
440,0.0,0.16333994,0.0,0.0,0.20221168,0.24991924,0.3845291,0.0,0.0,0.0
441,0.0,0.1803616,0.07834757,0.0,0.0,0.0,0.74129087,0.0,0.0,0.0
442,0.2476743,0.35599312,0.0,0.0,0.0,0.0,0.045929037,0.0,0.09202956,0.25837395
443,0.09988224,0.0,0.083102986,0.0,0.0,0.0,0.034758233,0.32275113,0.32626852,0.13323684
444,0.3171567,0.17539048,0.0,0.0,0.0,0.12890707,0.153313,0.0,0.0,0.22523274
445,0.3945964,0.205899,0.0,0.0,0.0,0.0,0.083008446,0.0,0.07041173,0.24608442
446,0.17343722,0.61628366,0.0,0.0,0.012909649,0.0,0.0,0.19322626,0.0,0.0041432483
447,0.003000622,0.42353052,0.0,0.0,0.14993833,0.0,0.0,0.0,0.42353052,0.0
448,0.10074345,0.3264848,0.2507816,0.0,0.0,0.0,0.11783586,0.0,0.20415427,0.0
449,0.0,0.23492059,0.0,0.0,0.34010512,0.0,0.0,0.0,0.42497432,0.0
450,0.26666468,0.2895373,0.14151332,0.0,0.0,0.16707547,0.0,0.0,0.0,0.13520926
451,0.0,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0
452,0.0,0.18788368,0.0,0.0,0.0,0.3048969,0.0,0.0,0.3048969,0.2023225
453,0.0,0.98297185,0.017028123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,0.18497005,0.21276104,0.0,0.08604947,0.035584405,0.09452851,0.0,0.0,0.17334543,0.21276104
455,0.2810435,0.0,0.03474751,0.0,0.0,0.0,0.12953223,0.2810435,0.27363327,0.0
456,0.3851329,0.2293309,0.0,0.12449696,0.0,0.26103917,0.0,0.0,0.0,0.0
457,0.0,0.32449785,0.10246101,0.0,0.0,0.124040835,0.32449785,0.12450246,0.0,0.0
458,0.0,0.0,0.28210872,0.0,0.0,0.0,0.28210872,0.1536738,0.0,0.28210872
459,0.0661977,0.49649045,0.0,0.0,0.0,0.0,0.40846378,0.0,0.028848099,0.0
460,0.0,0.0,0.14352906,0.0,0.0,0.7619973,0.0,0.0,0.09447373,0.0
461,0.0,0.19498493,0.0,0.0,0.0,0.18818045,0.25268885,0.16438232,0.19976336,0.0
462,0.19344188,0.37526274,0.258739,0.0,0.0,0.0,0.0,0.0,0.17255649,0.0
463,0.0,0.41578507,0.0,0.0,0.0,0.0,0.32619935,0.0,0.0,0.25801554
464,0.2504331,0.18499157,0.0,0.0,0.031800188,0.2504331,0.0,0.031908978,0.0,0.2504331
465,0.030620564,0.68644446,0.28293496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466,0.0,0.17282677,0.16504034,0.0,0.030608296,0.26208246,0.26208246,0.10735965,0.0,0.0
467,0.10823452,0.28470734,0.27946657,0.0,0.0,0.0,0.08816808,0.0,0.0,0.23942347
468,0.19711143,0.19711143,0.07017688,0.0,0.025482148,0.0,0.19711143,0.0,0.19711143,0.1158953
469,0.054990143,0.33667767,0.0,0.0,0.0,0.5155962,0.0,0.0,0.09273597,0.0
470,0.0,0.32683617,0.08370493,0.0,0.0,0.046749983,0.19370462,0.23350044,0.11550387,0.0
471,0.34092137,0.34092137,0.024981044,0.0,0.0,0.093027666,0.20014854,0.0,0.0,0.0
472,0.0,0.30653402,0.17941754,0.0,0.12019115,0.26139027,0.021488369,0.0,0.0,0.11097864
473,0.22917071,0.40491223,0.037128095,0.0,0.0,0.0,0.115497045,0.0,0.07286225,0.14042965
474,0.0,0.0,0.0,0.0,0.6048646,0.0,0.0,0.0,0.3951354,0.0
475,0.19654728,0.47450006,0.13086516,0.0,0.0,0.0,0.0,0.1772223,0.0,0.020865206
476,0.0,0.0,0.052854802,0.0,0.0,0.0,0.37440512,0.0,0.1851583,0.3875818
477,0.008948514,0.0,0.0,0.0,0.0,0.24652596,0.0,0.0,0.74452555,0.0
478,0.0,0.0,0.0,0.0,0.0,0.28665587,0.23534915,0.19133909,0.28665587,0.0
479,0.24234325,0.2936134,0.0,0.0,0.0,0.0,0.2936134,0.0,0.08214528,0.08828472
480,0.21172498,0.42590156,0.03988583,0.0,0.0,0.096859835,0.20348282,0.0,0.022145005,0.0
481,0.0,0.12665243,0.13996828,0.0,0.0,0.0,0.29965946,0.13406038,0.0,0.29965946
482,0.23549761,0.288789,0.0,0.0,0.0,0.0,0.07373168,0.12926015,0.2727216,0.0
483,0.0,0.4009358,0.0,0.0,0.0,0.0,0.4009358,0.0,0.19812845,0.0
484,0.45616883,0.39405665,0.1377495,0.0,0.0,0.0,0.0,0.0,0.0,0.01202502
485,0.0,0.073764026,0.0,0.0,0.0,0.03269929,0.44676834,0.0,0.0,0.44676834
486,0.31124744,0.018569324,0.064411245,0.0,0.0,0.2055638,0.0,0.0,0.0889608,0.31124744
487,0.0,0.20760958,0.27729434,0.0,0.013145115,0.18062831,0.32132262,0.0,0.0,0.0
488,0.0,0.48945868,0.0,0.0,0.0,0.0,0.48945868,0.0,0.0,0.021082656
489,0.15795046,0.32403517,0.3081896,0.0,0.0,0.0,0.0,0.0,0.0,0.20982479
490,0.3710264,0.3710264,0.0,0.0,0.0,0.0,0.040492002,0.02401492,0.19344026,0.0
491,0.21672794,0.0,0.22538537,0.0,0.0,0.22538537,0.15164964,0.0,0.18085168,0.0
492,0.0,0.0,0.0,0.8154023,0.0,0.0,0.0,0.0,0.0,0.18459769
493,0.0,0.0,0.0,0.0,0.0,0.086016506,0.0,0.0,0.15133397,0.7626495
494,0.34575647,0.029639116,0.01421775,0.0,0.0,0.0,0.0,0.1652985,0.44508818,0.0
495,0.04646096,0.24295482,0.0,0.0,0.0,0.36420995,0.0,0.0,0.0,0.34637427
496,0.18930423,0.18930423,0.0,0.0,0.0,0.12766655,0.18930423,0.14313519,0.035557464,0.1257282
